Table ID,Types
2-17310913-5,real; real; text; text; text
2-17311417-6,real; real; text; text; text
2-17311466-5,real; real; text; text; text
2-17311759-6,real; text; dense_vector; text; text; text; text; text; text
2-17311797-14,real; text; dense_vector; text; text; text; text; text; text
2-1731607-1,text; text; text; text; text
2-17323267-2,real; real; text; text; text
2-17323351-4,real; text; text; text; real; real; text; text
2-17323360-4,real; text; text; text; real; real; text; text
2-17323912-2,dense_vector; real; real; real; real
2-1732466-42,text; text; text; text; text
2-17324788-5,text; text; dense_vector; text; text; text
2-17325937-5,real; text; dense_vector; text; text; text; text; text; text
2-1732978-1,dense_vector; text; text; real; text
2-1733457-1,text; text; real; text; real; text; real
2-17335602-1,text; text; text; text; text; text; real
2-17337726-62,real; text; text; text; text
2-17338813-8,text; text; text; text; text; real
2-17344582-9,real; text; text; text; dense_vector; text
2-17355716-7,real; text; dense_vector; text; text; text; text; text; text
2-17357472-1,real; text; text; text; text
2-17357560-1,real; text; text; text; text
2-17360840-6,real; text; text; text; dense_vector; real; text; real
2-17360905-20,real; text; text; dense_vector; text
2-17361223-1,real; real; text; text; dense_vector; text
2-17371250-13,real; real; text; text; dense_vector; text
2-17378237-2,real; dense_vector; real; real; real; real
2-17382360-10,real; text; dense_vector; text; text; text; text; text; text
2-17382360-7,real; text; dense_vector; text; text; text; text; text; text
2-17382360-8,real; text; dense_vector; text; text; text; text; text; text
2-17382411-6,real; text; dense_vector; text; text; text; text
2-17382981-2,real; text; text; text; text; text
2-17384746-3,dense_vector; text; text; text; text; text; text
2-1738964-1,text; text; text; text; text; text
2-174003-1,text; text; text; real; text; text
2-17404333-1,text; text; real; text; real
2-17407017-2,real; text; text; text; real
2-1740913-1,text; text; text; text; text
2-17409365-1,text; text; text; text; text; text; text; text; text; text; text
2-17409365-3,text; text; text; text; text; text; text; text; text
2-17412873-11,text; real; real; real; real
2-17413485-1,text; text; text; text; text
2-1741728-5,text; text; text; real; text; text; text; text; real; real; text
2-17430068-1,text; dense_vector; text; real; real
2-17430092-7,text; text; text; real; text
2-17430115-1,text; dense_vector; text; text; text; text
2-17430257-1,text; text; dense_vector; text; text; text; text; text; text; text
2-17437287-3,text; dense_vector; text; text; text
2-17438349-6,text; dense_vector; text; text; text
2-17440434-2,text; text; text; text; real; text; dense_vector
2-17440483-6,real; dense_vector; text; text; text
2-17440650-2,text; text; text; text; text; text; dense_vector
2-17443117-2,text; text; text; text; text; text; dense_vector
2-17444611-1,text; text; text; text; text
2-17445288-2,text; text; text; text; text; text; text
2-17445847-2,text; text; text; text; text; real; dense_vector
2-17449461-4,text; text; text; text; text; text
2-1745717-2,dense_vector; text; text; text; text
2-17463957-2,text; text; real; text; text; text; text; text
2-17472859-2,text; dense_vector; text; text; real
2-17480962-2,text; text; text; text; text
2-17503189-1,dense_vector; text; text; real; text
2-17511295-17,real; text; text; dense_vector; text
2-17511295-6,text; text; text; text; text; real; text
2-17511295-9,text; text; text; text; text; real; text
2-17514226-1,text; text; dense_vector; text; text
2-1752264-1,text; text; text; text; text
2-17524651-3,real; text; text; text; text; real; real
2-17524651-4,real; text; text; text; text; real; real
2-17525117-2,real; text; text; real; real; real
2-17525955-2,real; text; text; text; text; real
2-17538072-1,text; text; dense_vector; real; real; real; real; text; text
2-17538810-9,text; text; text; text; real
2-17543955-4,dense_vector; real; real; real; real
2-17562992-3,real; real; text; text; text
2-17573987-1,dense_vector; text; text; text; real
2-17577104-1,text; text; text; text; real
2-17577133-7,text; text; text; text; text; text; real
2-17584390-1,real; text; text; text; text; text
2-17587775-4,text; text; text; text; text; text; text
2-17591791-1,text; dense_vector; text; text; real
2-17599495-3,real; text; text; text; text
2-17601760-1,text; real; text; text; text
2-17607736-2,real; text; text; text; text; text
2-17608125-6,text; dense_vector; text; text; text
2-17608926-6,real; real; real; real; real; real; real; real; real
2-17610737-2,text; text; text; text; text
2-17610752-1,real; text; text; text; real; text; real; text; real; text; real
2-17614618-2,text; text; text; text; text; real; text; dense_vector
2-1761786-1,real; text; text; dense_vector; text; real
2-17620547-6,text; dense_vector; text; text; text
2-17622423-12,real; text; dense_vector; text; text; text; text; text; text
2-17622423-4,real; text; text; text; dense_vector; text
2-17624408-2,text; text; text; text; text; real; text; dense_vector
2-17625749-1,text; text; text; text; text; text; text; text; text; text; text
2-17631598-2,real; text; text; text; text
2-1763266-9,text; text; text; text; text
2-17634218-8,text; real; text; text; text
2-17634218-9,text; real; text; text; text
2-17636704-1,text; text; text; text; real
2-17637180-2,text; text; text; text; text
2-17637370-13,real; text; text; text; text; text
2-17643221-2,real; text; text; text; text; text
2-17650725-1,dense_vector; text; text; text; text
2-176524-2,text; text; real; real; text
2-1765243-3,text; text; text; text; real; real
2-17653342-1,text; real; text; text; text; text; text
2-17660359-11,real; text; real; real; real
2-17678435-11,real; text; dense_vector; text; text
2-17679324-9,text; text; text; text; text; text
2-17692084-2,text; text; text; text; text; text; text; text
2-17693482-2,real; text; real; real; real; real; real; real; real; real
2-1769428-2,real; text; text; real; text; text; dense_vector; text; text
2-17695272-4,real; text; real; real; real; real; real; real; real; real
2-17702976-1,dense_vector; text; text; real; text; text; text
2-17703223-3,text; real; real; real; real
2-17716055-2,real; dense_vector; real; real; real; real; real; text; text
2-1771935-1,text; text; text; dense_vector; text
2-17720042-1,text; text; text; text; text
2-17733765-5,text; text; text; text; text; text; text; text; text; text; text; text; text; text; text
2-17746037-19,text; real; real; real; real; real
2-17746037-3,text; real; real; real; real; real
2-17751803-3,text; dense_vector; text; text; text
2-17751846-3,text; dense_vector; text; text; text
2-17751851-1,text; dense_vector; text; text; text
2-17751859-4,text; dense_vector; text; text; text
2-1775470-1,text; real; real; real; real
2-17757354-2,real; text; text; text; text; real; text
2-17759945-4,text; text; text; text; text; text
2-17759945-6,text; text; text; text; text; text
2-17759945-8,text; text; text; text; text; text
2-17760670-2,real; text; text; text; text
2-17769769-3,text; text; text; text; text; text
2-17774593-9,text; text; text; text; text
2-17775406-1,real; dense_vector; real; real; real; real; real; text; text
2-17776244-2,real; dense_vector; real; real; real; real; real; text; text
2-17776244-3,real; text; real; real; real; real; real; text; text
2-17781949-5,text; text; dense_vector; text; text; text
2-17785973-1,real; dense_vector; real; real; real; real; real; text; real
2-177860-3,real; text; text; text; text
2-17786346-1,real; dense_vector; real; real; real; real; real; text; text
2-17794738-4,text; text; real; dense_vector; text; real; text
2-17798093-20,text; text; text; text; text
2-17798130-9,text; text; text; text; real; text; text; real
2-1780045-1,text; text; text; text; text
2-17814458-1,text; text; real; real; real; real; text
2-17822-4,text; text; text; text; real; real; text
2-17822529-2,real; dense_vector; real; real; real; real
2-17822543-4,text; text; text; text; text
2-17837478-4,real; text; real; real; real; real; real; real; real; real
2-17837782-4,real; text; real; real; real; real; real; real; real; real
2-17837800-1,text; dense_vector; real; text; real; text; real
2-17838670-5,real; text; text; text; text
2-17840109-1,text; text; real; text; real
2-17840654-3,text; text; text; text; text
2-17860791-2,text; text; text; text; dense_vector
2-1786641-1,text; real; text; text; text
2-17870625-1,text; text; text; text; real; real
2-1787654-4,real; text; text; text; text; text; text
2-17881033-1,text; text; text; text; text; text
2-17900687-1,text; real; dense_vector; real; text; text
2-17907102-4,text; text; text; text; text; real; text
2-1790790-1,real; text; text; text; text; text
2-1791243-1,real; real; text; text; text; text
2-17918213-3,text; text; text; text; text
2-17919342-1,text; text; text; text; text
2-1792333-1,real; real; real; text; text
2-179348-2,real; dense_vector; real; real; real
2-17937080-4,real; text; text; real; real
2-17937080-9,real; text; text; text; real
2-17940740-2,text; real; real; text; text
2-17941795-4,text; text; real; text; text
2-17950516-6,real; text; text; dense_vector; text
2-1795208-8,text; real; text; text; text
2-17968229-5,dense_vector; text; text; real; real; real; real
2-17968233-2,text; text; text; text; text
2-17968277-1,dense_vector; real; real; real; text; text; real
2-17968292-5,dense_vector; text; text; real; real; real
2-17968300-6,dense_vector; text; text; real; real; real
2-17978030-1,text; dense_vector; real; real; real; real
2-17982197-8,text; real; real; real; real; real
2-17982205-4,text; real; real; real; real; real
2-17986709-4,text; text; real; real; text
2-17991748-7,text; text; dense_vector; text; text; real
2-17991902-2,text; text; text; text; text; text
2-17993994-10,text; text; text; text; text
2-17997366-2,text; text; text; text; dense_vector
2-1799800-1,text; text; text; text; text
2-1800293-3,text; text; text; text; text
2-18004363-1,text; text; real; real; real
2-18005521-2,text; text; text; text; text; real; dense_vector
2-18005917-1,text; text; text; text; text; text
2-18007091-1,text; text; dense_vector; text; real; text
2-18007222-6,text; text; dense_vector; text; real; text
2-18009462-6,text; text; dense_vector; text; text
2-18009787-2,text; dense_vector; text; real; real
2-18017216-2,text; dense_vector; real; real; text; text
2-18017216-4,text; text; dense_vector; real; text
2-18017347-3,text; dense_vector; text; real; real
2-1802173-1,text; text; text; text; text
2-180234-1,text; text; text; text; text
2-18026409-8,real; text; dense_vector; text; text; text
2-18026889-5,text; text; dense_vector; text; text
2-18026889-6,text; text; dense_vector; text; text
2-18027810-4,text; text; dense_vector; real; text
2-18036726-4,text; text; dense_vector; real; text
2-18044375-6,text; text; dense_vector; text; text
2-18049082-5,text; text; dense_vector; text; text
2-1805191-14,text; dense_vector; text; real; text
