Table ID,Headers
2-17231232-6,Place; Player; Country; Score; To par
2-17231246-2,Player; Country; Year(s) won; Total; To par; Finish
2-17231267-1,Player; Country; Year(s) won; Total; To par; Finish
2-17231351-3,Place; Player; Country; Score; To par
2-17231351-6,Place; Player; Country; Score; To par; Money ( $ )
2-1723516-10,Tournament; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004
2-1723582-6,Date; Tournament; Surface; Opponent in the final; Score
2-1723582-8,Tournament; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; Career SR; Career Win-Loss
2-17239112-7,Date; Visitor; Score; Home; Attendance; Record; Points
2-17239180-1,Full name; Alias; Age¹; From; Occupation²; Specialty; Position/ Eliminated
2-17244483-1,Fin. Pos; Car No.; Driver; Team; Laps; Time/Retired; Grid; Laps Led; Points
2-17245444-4,Place; Player; Country; Score; To par
2-17245527-6,Place; Player; Country; Score; To par; Money ( $ )
2-17248696-5,Class; Wheel arrangement; Fleet number(s); Year made; Quantity made; Quantity preserved
2-17262467-2,Outcome; Date; Championship; Surface; Partner; Opponents in the final; Score in the final
2-17264629-1,Date; Name of ship; Flag; Tonnage; Fate
2-17269395-6,Driver; Team; Race 1; Race 2; Points
2-17271235-3,Year; Tournament; Surface; Round; Winner; Score; Length (H:MM); Sets; Federer; Nadal
2-17273336-12,Rank; Name; Team; Games; Rebounds
2-17275-1,Nation; Model; Length; Barrel length; Weight
2-17277086-1,Player; Country; Year(s) won; Total; To par; Finish
2-17277086-3,Place; Player; Country; Score; To par
2-17277086-5,Place; Player; Country; Score; To par
2-17277136-1,Player; Country; Year(s) won; Total; To par; Finish
2-17277219-4,Place; Player; Country; Score; To par
2-17277237-1,Player; Country; Year(s) won; Total; To par; Finish
2-17277237-3,Place; Player; Country; Score; To par; Money ( $ )
2-1727920-1,Outcome; Date; Championship; Surface; Opponent in the final; Score in the final
2-17282079-3,Date; City; Event; Winner; Prize
2-17285433-3,Pick; Pos.; Nationality; Team; Previous team; NBA years [a ]; Career with the franchise [b ]
2-17286713-2,Res.; Record; Opponent; Method; Event; Round; Time; Location
2-17287870-1,Name; Built; Listed; Location; County
2-17288845-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17288861-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17288869-5,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17290150-7,Place; Player; Country; Score; To par; Money ( $ )
2-17290169-4,Place; Player; Country; Score; To par; Money ( $ )
2-17290216-1,Place; Player; Country; Score; To par; Money ( $ )
2-17290223-1,Place; Player; Country; Score; To par; Money ( $ )
2-17292579-3,Game; Date; Opponent; Result; Heat points; Opponents; Record; Streak
2-17299309-2,Alianza wins; Draws; U wins; Alianza goals; U goals
2-17299309-4,Season; Date; Winner; Score [C ]; Venue; Competition round
2-1730771-1,"Actor in London, 2002; Actor in New York, 2006; Actor in Moscow, 2007; Voyage; Shipwreck"
2-1730774-6,noun root (meaning); case suffix (case); postposition; full word; English meaning
2-173082-3,Year; Film; Role; Director; Studio
2-17308321-1,Title; Lyricist(s); Composer(s); Arranger(s); Length
2-17309500-1,Season; Points; Rebounds; Assists; Blocks; Steals; Turnovers
2-17310913-4,Game; December; Opponent; Score; Record
2-17310913-5,Game; January; Opponent; Score; Record
2-17311417-6,Game; February; Opponent; Score; Record
2-17311466-5,Game; January; Opponent; Score; Record
2-17311759-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17311797-14,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
2-1731607-1,Season; Skip; Third; Second; Lead
2-17323267-2,Game; October; Opponent; Score; Record
2-17323351-4,Game; Date; Opponent; Result; Nets points; Opponents; Record; Streak
2-17323360-4,Game; Date; Opponent; Result; Nets points; Opponents; Record; Streak
2-17323912-2,Team; Sets+; Sets–; Points+; Points–
2-1732466-42,Name; Pos.; Height; Weight; Club
2-17324788-5,Date; Captain 1; Team 2; Captain 2; Venue; Result
2-17325937-5,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-1732978-1,Location; Country; Type; Wheels; Configuration
2-1733457-1,County; Kerry%; Kerry#; Bush%; Bush#; Others%; Others#
2-17335602-1,Date; Tournament; Winning score; To par; Margin of victory; Runner(s)-up; Winner's share ( $ )
2-17337726-62,Team 1; Agg.; Team 2; 1st leg; 2nd leg
2-17338813-8,Date; Round; Opponent; Venue; Result; Attendance
2-17344582-9,Game; Date; Opponent; Score; Location; Record
2-17355716-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17357472-1,Year; Competition; Venue; Position; Notes
2-17357560-1,Year; Competition; Venue; Position; Event
2-17360840-6,Game; Date; Opponent; Score; Location; Attendance; Record; Points
2-17360905-20,Round; Player; Position; Nationality; College/Junior/Club Team (League)
2-17361223-1,Round; Pick; Player; Position; Nationality; School/Club Team
2-17371250-13,Round; Pick; Player; Position; Nationality; College/Junior Team
2-17378237-2,Rank; Country; Gold; Silver; Bronze; Total
2-17382360-10,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
2-17382360-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17382360-8,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
2-17382411-6,Game; Date; Team; Score; High points; Location Attendance; Record
2-17382981-2,Game; Date; Opponent; Venue; Result; Attendance
2-17384746-3,Team; Outgoing manager; Manner of departure; Date of vacancy; Replaced by; Date of appointment; Position in table
2-1738964-1,Masculine a-stems; Masculine u-stems; Feminine ō-stems; Neuter a-stems; Masculine an-stems; Feminine ōn-stems
2-174003-1,Result; Race; Distance; Weight; Winner or 2nd; Pos'n
2-17404333-1,Year; Winner; Points; Playoff result; Win #
2-17407017-2,Week; Date; Opponent; Result; Attendance
2-1740913-1,Week; Theme; Artist; Order sung; Status
2-17409365-1,Club; Played; Drawn; Lost; Points for; Points against; Tries for; Tries against; Try bonus; Losing bonus; Points
2-17409365-3,Club; Played; Drawn; Lost; Points for; Points against; Tries for; Tries against; Try bonus
2-17412873-11,Name; Championship; FA Cup; League Cup; Total
2-17413485-1,Episode; First broadcast; Graeme's guest; Jeremy's guest; Votes (%)
2-1741728-5,Club; Chinese name; Home stadium; Capacity; Seasons in CSL; Best finish; Worst finish; Spell in level 1; Top Division Titles (Overall); Top Division Titles (Professional); Last Title
2-17430068-1,Club; Home city; Stadium; Founded; Joined PRSL
2-17430092-7,Leader; Party; Leader's Seat; Number of Seats; Leader since
2-17430115-1,Rank; Nation; Gold; Silver; Bronze; Total
2-17430257-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Podiums; Points; Position
2-17437287-3,Tie no; Home team; Score; Away team; Date
2-17438349-6,Tie no; Home team; Score; Away team; Date
2-17440434-2,Res.; Record; Opponent; Method; Round; Time; Location
2-17440483-6,Tie no; Home team; Score; Away team; Date
2-17440650-2,Res.; Record; Opponent; Method; Event; Round; Location
2-17443117-2,Res.; Record; Opponent; Method; Event; Round; Location
2-17444611-1,Name; Background; Title; Appointment; Presentation of Credentials
2-17445288-2,Res.; Record; Opponent; Method; Event; Round; Time
2-17445847-2,Res.; Record; Opponent; Method; Event; Round; Location
2-17449461-4,Day 1; Day 2; Day 3; Day 4; Day 5; Wednesday
2-1745717-2,City; Country; IATA; ICAO; Airport
2-17463957-2,Finish Position; Lengths Behind; Post Position; Horse name; Trainer; Jockey; Owner; Post Time Odds
2-17472859-2,Name; City; Years as tallest; Height ft / m; Floors
2-17480962-2,Finished; Horse; Jockey; Trainer; Odds
2-17503189-1,Team; Location; Venue; Capacity; Position in 2005
2-17511295-17,Round; Player; Position; Nationality; College/Junior/Club Team (League)
2-17511295-6,Date; Visitor; Score; Home; Decision; Attendance; Record
2-17511295-9,Date; Visitor; Score; Home; Decision; Attendance; Record
2-17514226-1,Rank; Name; Location; Length ( m ); Length ( ft )
2-1752264-1,Web client accelerator; Operating system; Browser; Client; Connection
2-17524651-3,Draw; Language; Artist; Song; English translation; Place; Points
2-17524651-4,Draw; Language; Artist; Song; English translation; Place; Points
2-17525117-2,Season; League; Finish; Wins; Losses; Ties
2-17525955-2,Episode #; US air date; Rating; Share; Rating/Share (18–49); Viewers (millions)
2-17538072-1,Season; Series; Team; Races; Wins; Poles; F/Laps; Points; Position
2-17538810-9,Poll Source; Dates administered; Democrat: Jill Long Thompson; Republican: Mitch Daniels; Lead Margin
2-17543955-4,Team; Match; Points; Draw; Lost
2-17562992-3,Game; November; Opponent; Score; Record
2-17573987-1,Team; Manager; Home city; Stadium; Capacity
2-17577104-1,Date; Opponents; H / A; Result F – A; Attendance
2-17577133-7,Date; Round; Opponents; H / A; Result F – A; Scorers; Attendance
2-17584390-1,Week; Date; Opponent; Result; Record; Game site
2-17587775-4,Outcome; Date; Tournament; Surface; Partner; Opponents in the final; Score
2-17591791-1,Club; Location; Manager; Venue; Capacity
2-17599495-3,Game; Date; Opponent; Score; Record
2-17601760-1,PMSC No.; Year; 1st Prize; 2nd Prize; 3rd Prize
2-17607736-2,Week; Date; Opponent; Result; Record; Attendance
2-17608125-6,Tie no; Home team; Score; Away team; Date
2-17608926-6,Position; Played; Points; Wins; Draws; Losses; Goals for; Goals against; Goal Difference
2-17610737-2,1976; 1977; 1978; 1979; 1980
2-17610752-1,Squad No.; Name; Position; League Apps; League Goals; FA Cup Apps; FA Cup Goals; League Cup Apps; League Cup Goals; Total Apps; Total Goals
2-17614618-2,Res.; Record; Opponent; Method; Event; Round; Time; Location
2-1761786-1,Game; Date; Score; Location; Time; Attendance
2-17620547-6,Tie no; Home team; Score; Away team; Date
2-17622423-12,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
2-17622423-4,Game; Date; Opponent; Score; Location; Record
2-17624408-2,Res.; Record; Opponent; Method; Event; Round; Time; Location
2-17625749-1,Club; Played; Drawn; Lost; Points for; Points against; Tries for; Tries against; Try bonus; Losing bonus; Points
2-17631598-2,Pick #; Brand (to); Employee (Real name); Role; Brand (from)
2-1763266-9,Date; Venue; Score; Competition; Report
2-17634218-8,Name; Wins; Start; Duration; Defeated by
2-17634218-9,Name; Wins; Start; Duration; Defeated by
2-17636704-1,Date; Opponents; H / A; Result F – A; Attendance
2-17637180-2,Date; Tournament; Surface; Opponent in the final; Score
2-17637370-13,Match; Date; Competition or tour; Ground; Opponent; Score1
2-17643221-2,Week; Date; Opponent; Result; Kickoff Time; Attendance
2-17650725-1,Country; Transfers In; Transfers Out; Internal Transfers; Total Transfers
2-176524-2,Official Name; Status; Area km 2; Population; Census Ranking
2-1765243-3,Date; Airline; Aircraft type; Registration; People on board; Fatalities
2-17653342-1,Outcome; Date; Tournament; Surface; Partner; Opponents in the final; Score in the final
2-17660359-11,Rank; Athlete; Nandao; Nanquan; Total
2-17678435-11,Crowd; Venue; Home Team; Opponent; Round
2-17679324-9,Outcome; Date; Tournament; Surface; Opponent; Score
2-17692084-2,Name; Code; Capacity; Configuration; Power; Torque; Top speed; Acceleration 0–100km/h (0–62mph)
2-17693482-2,Position; Club; Played; Points; Wins; Draws; Losses; Goals for; Goals against; Goal Difference
2-1769428-2,Season; Date; Winning Driver; Car #; Sponsor; Make; Team; Avg Speed; Margin of Victory
2-17695272-4,Position; Club; Played; Points; Wins; Draws; Losses; Goals for; Goals against; Goal Difference
2-17702976-1,Team; City; Venue; Capacity; Head Coach; Team Captain; Past Season
2-17703223-3,Name; Bodyweight; Snatch; Clean & Jerk; Total (kg)
2-17716055-2,Position; Team; Played; Drawn; Lost; Goals For; Goals Against; Goal Difference; Points 1
2-1771935-1,Edition; Date; Winner; Country; Time ( h : m : s )
2-17720042-1,Date; Venue; Score; Result; Competition
2-17733765-5,Tournament; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005
2-17746037-19,South West DFL; Wins; Byes; Losses; Draws; Against
2-17746037-3,Port Fairy FL; Wins; Byes; Losses; Draws; Against
2-17751803-3,Tie no; Home team; Score; Away team; Date
2-17751846-3,Tie no; Home team; Score; Away team; Date
2-17751851-1,Tie no; Home team; Score; Away team; Date
2-17751859-4,Tie no; Home team; Score; Away team; Date
2-1775470-1,Model; Chassis; Engine; Year From; Year To
2-17757354-2,Year; Theme; Face Value; Weight; Diameter; Mintage; Issue Price
2-17759945-4,Name; Pos.; Height; Weight; Date of Birth; Club
2-17759945-6,Name; Pos.; Height; Weight; Date of Birth; Club
2-17759945-8,Name; Pos.; Height; Weight; Date of Birth; Club
2-17760670-2,Year; Gold; Silver; Bronze; Notes
2-17769769-3,Series; Platform; Japanese Release Date; North American Release Date; European Release Date; Australia Release Date
2-17774593-9,Name; Pos.; Height; Weight; Date of Birth
2-17775406-1,Position; Team; Played; Drawn; Lost; Goals For; Goals Against; Goal Difference; Points 1
2-17776244-2,Position; Team; Played; Drawn; Lost; Goals For; Goals Against; Goal Difference; Points 1
2-17776244-3,Position; Team; Played; Drawn; Lost; Goals For; Goals Against; Goal Difference; Points 1
2-17781949-5,Elimination; Wrestler; Team; Eliminated by; Elimination Move; Time
2-17785973-1,Position; Team; Played; Drawn; Lost; Goals For; Goals Against; Goal Difference; Points 1
2-177860-3,Year; Award Ceremony; Category; Nominee; Result
2-17786346-1,Position; Team; Played; Drawn; Lost; Goals For; Goals Against; Goal Difference; Points 1
2-17794738-4,Perpetrator; Date; Year; Location; Country; Killed; Injured
2-17798093-20,Ending; American; British; Australian; Examples
2-17798130-9,Date; Opponent; Score; Loss; Attendance; Record; Arena; Points
2-1780045-1,Date; Venue; Score; Result; Competition
2-17814458-1,Name or route; type; elevation groundstation; elevation mountainstation; slope length; capacity in persons/hour; construction year(s)
2-17822-4,Average population (x 1000); Live births; Deaths; Natural change; Crude birth rate (per 1000); Crude death rate (per 1000); Natural change (per 1000)
2-17822529-2,Rank; Nation; Gold; Silver; Bronze; Total
2-17822543-4,Battle; Date; Bulgarian Commander; Latin Commander; Result
2-17837478-4,Position; Club; Played; Points; Wins; Draws; Losses; Goals for; Goals against; Goal Difference
2-17837782-4,Position; Club; Played; Points; Wins; Draws; Losses; Goals for; Goals against; Goal Difference
2-17837800-1,Player; Team; Round 1; Round 2; Subtotal; Finals; Total
2-17838670-5,Year; Competition; Awards; Category; Result
2-17840109-1,Rider; Bike; Laps; Time; Grid
2-17840654-3,Year; Award; Category; Nominated; Result
2-17860791-2,Week; Date; Opponent; Result; Location
2-1786641-1,Party; Party-list votes; Vote percentage; Total seats; Seat percentage
2-17870625-1,Nat.; Name; First game; Final game; Apps; Goals
2-1787654-4,Seat Order (Right to Left); Series 1; Series 2; Series 3; Series 5; Series 9; Series 11
2-17881033-1,Season; Division North; Division South; Division East; Division West; Division Southwest
2-17900687-1,Call sign; Frequency MHz; City of license; ERP W; Class; FCC info
2-17907102-4,Date; Round; Opponent; Venue; Result; Attendance; Scorers
2-1790790-1,Rank; Mountain Peak; Subrange; Elevation; Prominence; Isolation
2-1791243-1,Year; US Billboard; US Cash Box; US AC; CAN AC; Title
2-17918213-3,Season; League; Teams; Home; Away
2-17919342-1,Year (Ceremony); Film title used in nomination; Original title; Director; Result
2-1792333-1,Number; Year Start; Year End; Name; Home Club
